seller_id,total_orders,total_revenue,avg_order_value,late_delivery_rate,avg_review_score,total_product_value,total_freight_value
e333046ce6517bd8bb510291d44f0130,75,9836.58,131.15,0.0533,4.4,7337,1454.38
dbc22125167c298ef99da25668e1011f,460,48265.83,104.93,0.0217,4.2,36260.5,8645.27
f00e21b1e91a79653163b7fd8f293ff1,31,4492.85,144.93,0.0323,4.1,3900.09,570.97
70c27847eca8195c983ed7e798c56743,103,20305.99,197.15,0.0874,4.24,12706.28,1500.64
cfb1a033743668a192316f3c6d1d2671,198,27293.8,137.85,0.096,4.06,13837.24,3718
23c38debaffe4a25a30fdbd9b586a13f,46,7630.02,165.87,0.1522,4.3,5382.18,834.38
516e7738bd8f735ac19a010ee5450d8d,84,9062.68,107.89,0.0476,4.62,6582.99,1475.72
8444e55c1f13cd5c179851e5ca5ebd00,108,28681.53,265.57,0.1019,3.19,22954.13,2078.55
537eb890efff034a88679788b647c564,177,8969.51,50.68,0.0678,4.14,4827.3,2573.34
46dc3b2cc0980fb8ec44634e21d2718e,539,142785.95,264.91,0.0612,4.26,126122.22,11650.58
c54679b132454625907c773d273d4126,8,1371.18,171.4,0,4.88,1032,107.93
b410bdd36d5db7a65dcd42b7ead933b8,43,8319.71,193.48,0.0233,4.81,7547.9,977.34
f80edd2c5aaa505cc4b0a3b219abf4b8,130,13973.83,107.49,0.0615,4.15,9184,3101.79
53e4c6e0f4312d4d2107a8c9cddf45cd,547,49440.81,90.39,0.0494,4.1,31488.5,10441.43
8e6d7754bc7e0f22c96d255ebda59eba,134,75793.23,565.62,0.1269,3.03,14497.36,1740.25
4869f7a5dfa277a7dca6462dcf3b52b2,1178,261532.48,222.01,0.1231,4.12,235382.53,20609.35
06a2c3af7b3aee5d69171b0e14f0ee87,407,51778.48,127.22,0.2359,4.01,36475.93,12214.3
ef506c96320abeedfb894c34db06f478,340,16512.1,48.57,0.0853,3.95,9769.42,5203.94
0b90b6df587eb83608a64ea8b390cf07,215,52004.88,241.88,0.0326,4.03,29175.24,3685.3
7e93a43ef30c4f03f38b393420bc753a,334,174053.79,521.12,0.0539,4.36,172427.79,6267.61
7d13fca15225358621be4086e1eb0964,590,127843.43,216.68,0.1169,4.01,120310.05,8906.66
f457c46070d02cadd8a68551231220dd,245,34907.85,142.48,0.0612,3.85,20046,3865.15
624f4ece8da4aafb77699233d480f8ef,54,12200.73,225.94,0.0741,4.19,9046,1705.55
0be8ff43f22e456b4e0371b2245e4d01,178,16874.91,94.8,0.0618,3.98,11505.7,2536.66
06e5eefc71ec47ae763c5c6f8db7064f,97,25302.76,260.85,0.0206,3.93,22581.89,2237.73
431af27f296bc6519d890aa5a05fdb11,132,17234.96,130.57,0.1439,3.71,13580.8,2250.72
3db66a856d18a9cba7c9241fc5221c50,105,12248.95,116.66,0.1048,4.22,10157.5,2185.87
43f8c9950d11ecd03a0304a49e010da6,44,4807.22,109.26,0.0682,4.59,4469.56,599.14
38e6dada03429a47197d5d584d793b41,13,1608.43,123.73,0.3846,3.46,614.56,229.58
702835e4b785b67a084280efca355756,1,18.56,18.56,0,5,7.6,10.96
c70c1b0d8ca86052f45a432a38b73958,352,64191.12,182.36,0.0795,4.34,37992.99,4039.23
0db783cfcd3b73998abc6e10e59a102f,142,12427.96,87.52,0.0352,4.22,9458.4,2079.53
620c87c171fb2a6dd6e8bb4dec959fc6,810,142929.31,176.46,0.0963,4.28,117136.3,14344.92
3d871de0142ce09b7081e2b9d1733cb1,1188,130211.88,109.61,0.0581,4.15,97909.9,23205.6
7586919161935337bf6b6d7ff5779648,18,4073.21,226.29,0.1111,3.17,1664.71,330.22
c826c40d7b19f62a09e2d7c5e7295ee2,366,54643.47,149.3,0.0902,4.09,44750.81,5458.06
7210cd29727d674c00741e5e387b3ccd,13,1463.32,112.56,0.3077,3.69,729.09,145.09
a1043bafd471dff536d0c462352beb48,790,150330.84,190.29,0.0532,4.2,104222.01,33072.96
e5a3438891c0bfdb9394643f95273d8e,267,14215.94,53.24,0.191,3.83,8072.86,3617.92
7202e2ba20579a9bd1acb29e61fe71f6,58,14004.55,241.46,0.0517,4.02,12449.2,1202.03
4e922959ae960d389249c378d1c939f5,473,60251.9,127.38,0.1121,3.91,47498.12,7564.03
8c16d1f32a54d92897cc437244442e1b,122,9219.44,75.57,0.0164,4.3,5847.67,2197.68
7008613ea464bad5cb9b83456e1e6a8f,154,16636.19,108.03,0.039,4.29,7632.2,2995.13
d98eec89afa3380e14463da2aabaea72,192,12441.81,64.8,0.0208,4.24,7328.44,3417.08
e9bc59e7b60fc3063eb2290deda4cced,265,65804.6,248.32,0.1245,4.05,34040.89,4621.7
86ccac0b835037332a596a33b6949ee1,218,29173.94,133.83,0.0275,4.02,16790.12,4079.94
23d7c96d4a1160db1c726b248601b25a,59,13024.26,220.75,0.1356,3.79,12110.26,1461.45
2e90cb1677d35cfe24eef47d441b7c87,140,19795.71,141.4,0.1286,4.05,14202.41,2936.22
d91fb3b7d041e83b64a00a3edfb37e4f,561,51120.91,91.12,0.0606,4.14,41840.78,9661.02
1b938a7ec6ac5061a66a3766e0e75f90,32,5133.72,160.43,0.0313,4.44,3918.7,884.9
1d8dbc4f32378d715c717c1c1fc57bae,99,16736.01,169.05,0.101,3.92,11425.99,2119.66
640e21a7d01df7614a3b4923e990d40c,137,16364.92,119.45,0.0657,4.29,7555.29,2445.43
822bad9bc42b51213ba522fe87b7ab5d,19,5774.74,303.93,0.2632,4.11,5376,551.78
6fc26fe110feebd80a433e1f012a84f9,75,14493.68,193.25,0.0667,4.01,4330.84,1024.08
5b67882648febfb6e1225e6ad7164f6b,33,8614.32,261.04,0.0303,4.06,7100.46,660.97
88460e8ebdecbfecb5f9601833981930,315,58357.94,185.26,0.1873,3.39,32878.45,5186.03
afa6714acee029b2dfdf357e5579cc03,18,3818.64,212.15,0.1111,4.11,3340.66,397.83
323ce52b5b81df2cd804b017b7f09aa7,29,2767.65,95.44,0.1724,4.43,2374.3,393.35
850f4f8af5ea87287ac68de36e29107f,195,50078.75,256.81,0.0718,4.27,45513.26,3159.38
cab85505710c7cb9b720bceb52b01cee,216,14631.41,67.74,0.0231,4.35,11828.4,2995.24
cea729054f157f5870bdd321a958d994,29,3458.13,119.25,0.0345,4.17,2542,371.78
001cca7ae9ae17fb1caed9dfb1094831,236,47557.95,201.52,0.0551,3.97,24655.93,8728.18
2528513dd95219a6013d4d05176e391a,179,39522.27,220.79,0.0503,3.99,36207.2,3995.26
729b2d09b2a0bdab221076327f13d050,62,4122.59,66.49,0.0645,4.6,1865.19,960.44
4c03b9dd4c11ee2cb35c96c49efc9420,50,7374.76,147.5,0.02,4.06,6667.5,891.16
de23c3b98a88888289c6f5cc1209054a,186,34144.65,183.57,0.1183,4.22,26975.54,2799.66
634964b17796e64304cadf1ad3050fb7,333,83090.4,249.52,0.0961,3.89,39850.5,6067.75
c3867b4666c7d76867627c2f7fb22e21,254,45565.02,179.39,0.1142,4.04,36134.9,4929.54
2709af9587499e95e803a6498a5a56e9,47,5836.56,124.18,0.4894,2.65,1189.96,550.81
cca3071e3e9bb7d12640c9fbe2301306,889,108762.44,122.34,0.0551,3.85,68279.42,15258.23
4c2b230173bb36f9b240f2b8ac11786e,345,34057.01,98.72,0.0899,3.76,14570.37,4376.02
1e8b33f18b4f7598d87f5cbee2282cc2,151,26060.98,172.59,0.0397,4.28,18531.96,2917.54
e38db885400cd35c71dfd162f2c1dbcf,33,3060.49,92.74,0.1212,4.52,2121.7,695.68
f8db351d8c4c4c22c6835c19a46f01b0,753,75953.76,100.87,0.0611,4.26,51953.7,12923.25
7139dc5186aa238b006e066d8fbab2e4,24,2541.83,105.91,0.125,4.09,1712,535.93
96493fab2fbb13a14d0c0e8772eef5c3,68,20629.67,303.38,0.0588,3.99,19832,1289.1
54965bbe3e4f07ae045b90b0b8541f52,83,14823.73,178.6,0.3253,3.06,10611.6,2121.44
bd0389da23d89b726abf911cccc54596,91,10994.1,120.81,0.0769,4.21,7534.56,1672.19
85d9eb9ddc5d00ca9336a2219c97bb13,541,25544.22,47.22,0.0333,4.24,15995.44,8971.32
8b28d096634035667e8263d57ba3368c,160,13949.33,87.18,0.1375,3.93,9424.7,2691.49
a5cba26a62b8b4d0145b68b841e62e7f,55,16463.17,299.33,0.0182,4.58,14537.84,1359.75
2e1c9f22be269ef4643f826c9e650a52,180,15523.06,86.24,0.1,4.13,13022.61,2520.91
3b872fd4747f01cc56206f2934198618,28,4342.02,155.07,0.1429,3.93,2866.73,1205.8
1da3aeb70d7989d1e6d9b0e887f97c23,334,20408.84,61.1,0.0539,4.06,8932.47,4307.84
6a8b085f816a1f75f92dbac6eb545f8f,134,9182.38,68.53,0.0896,4.16,5945.67,2165.98
7ad32824caee82087b3e2e5f33b1bf32,182,34845.54,191.46,0.1264,3.8,22096.1,3516.34
1690cada046eb7e92c12f98b1f8a8167,10,1992.91,199.29,0.1,4.9,1760,232.91
ebd2d60905fb58271facef5596b620d3,88,9980.03,113.41,0.0341,4.26,8024.72,1692.79
688756f717c462a206ad854c5027a64a,102,12113.43,118.76,0.0882,3.8,6049.64,1962.72
8581055ce74af1daba164fdbd55a40de,448,94210.75,210.29,0.096,4.27,66777.62,9902.92
5cf13accae3222c70a9cac40818ae839,163,19420.26,119.14,0.0307,4.48,15005.9,3143.16
8648b1e89e9b349e32d3741b30ec737e,104,9724.52,93.51,0.1058,4.14,7551.05,1490.53
5670f4db5b62c43d542e1b2d56b0cf7c,22,7252.2,329.65,0.0455,4.41,6630.09,582.56
c003204e1ab016dfa150abc119207b24,205,31429.08,153.31,0.0683,4.43,25514.79,4814.44
17e34d8224d27a541263c4c64b11a56b,268,64125.34,239.27,0.0821,4.2,55979.92,5249.49
18a349e75d307f4b4cc646a691ed4216,131,14686.24,112.11,0.0534,3.48,7700.2,1944.23
56e361f411e38dcef17cdc2a3d99628b,10,17380.56,1738.06,0.1,4.5,1298,1857.76
7901646fdd36a55f564ffaf2dbccaaf7,27,16130.32,597.42,0.1481,4.44,11857.08,621.75
2d50d6282f8aa2257819a77bfaa0efe0,50,4472.11,89.44,0.12,3.6,3415.38,860.44
391fc6631aebcf3004804e51b40bcf1e,636,70773.03,111.28,0.0959,3.96,40903.08,10572.42
ef0ace09169ac090589d85746e3e036f,141,21749.6,154.25,0.078,4.37,16325.2,2329.91
582d4f8675b945722eda7c0cb61ba4c7,71,11027.88,155.32,0.0141,4.11,4702.96,980.97
e9779976487b77c6d4ac45f75ec7afe9,752,65999.8,87.77,0.0758,4.2,42956,10178.68
31344c16881c08a8a72c6d2eb29918c1,49,11827.78,241.38,0.0612,4.51,11115.1,2701.35
37515688008a7a40ac93e3b2e4ab203f,245,10691.17,43.64,0.098,4.11,6095.3,3474.25
1c68394e931a64f90ea236c5ea590300,178,41983.16,235.86,0.0337,3.94,26133.56,3007.13
94e93ce877be27a515118dbfd2c2be41,37,7730.68,208.94,0,4.08,5711.28,924.5
2138ccb85b11a4ec1e37afbd1c8eda1f,437,21287.41,48.71,0.0549,3.91,12798.95,6192.37
0509040ea3fe50071181bbc359eb7738,100,6030.21,60.3,0.07,4.48,3802.55,1467.3
42b729f859728f5079499127a9c2ef37,133,8956.42,67.34,0.0977,4.36,4162.76,1314.74
ceaec5548eefc6e23e6607c5435102e7,207,63080.36,304.74,0.058,4.21,51693.18,6198.14
a420f60ff1aa9acc80d0e42959f2b313,73,8983.91,123.07,0.0822,3.97,8023.3,1160.16
1025f0e2d44d7041d6cf58b6550e0bfa,1468,310186.7,211.3,0.0906,3.88,142882.55,34829.67
0691148aee60ca47977c187804f935ae,58,11171.33,192.61,0.0345,4.07,6288.01,1634.91
3c487ae8f8d7542beff5788e2e0aea83,34,13068.75,384.38,0.0294,3.94,9760.6,737.02
edb1ef5e36e0c8cd84eb3c9b003e486d,179,86222.81,481.69,0.0726,4.45,81080.5,4020.77
20d83f3ef0e6925fd74bfd59170babf7,57,8029.99,140.88,0.0351,4.39,3083.3,703.44
f7ccf836d21b2fb1de37564105216cc1,75,4426.28,59.02,0.0933,3.86,2826.4,1146.86
d50d79cb34e38265a8649c383dcffd48,74,15337.46,207.26,0.0676,4.26,13427.38,2017.03
6a38087bc8ad4f89ff453561005f6dea,22,4536.33,206.2,0,4.41,1833.43,547.92
ef30892870c278497523264be1be2241,9,892.54,99.17,0,4.56,783.2,109.34
c4fb51fb1c5b7c07bc5e67be6e7e8f6e,16,2286.05,142.88,0.125,3.5,1567.9,558.71
53243585a1d6dc2643021fd1853d8905,427,279843.42,655.37,0.0375,4.12,239791.94,14030.68
bf84056e679dbe9c69929847a40e338f,39,2695.25,69.11,0.0769,3.74,1971.77,453.76
bce6a5ecf98e99fd2a8868b15c51f04b,16,3972.78,248.3,0.1875,4.19,3594.9,257.61
56642bcb79900e777d68e91915cb4267,57,5870.67,102.99,0.1579,3.79,3705.64,829.71
3bb548e3cb7f70f28e3f11ee9dce0e59,54,13866.31,256.78,0,4,7799.92,914
d921b68bf747894be13a97ae52b0f386,82,17689.77,215.73,0.0122,4.59,16637.6,1857.69
4d6d651bd7684af3fffabd5f08d12e5a,406,58542.46,144.19,0.0542,4.21,44762.7,8118.37
13fa2a6c6b9d0f43cb588d7c82117a12,11,6143.25,558.48,0.3636,4.09,4987,209.41
128639473a139ac0f3e5f5ade55873a5,568,24235.79,42.67,0.0616,4.21,12326.05,9930.26
f3295428338a40977a03f555246a70f4,17,769.38,45.26,0.1765,3,872.54,291.01
6edacfd9f9074789dad6d62ba7950b9c,230,18750.26,81.52,0.0522,4.4,13777,3111.3
1c56ffe0e9dea2657fc6e95b53f40b13,3,267.39,89.13,0,4.33,183,84.39
91f0eec23d4a61d7d7caeefa3f0ad1ca,12,2545.26,212.11,0.3333,3.33,2389.8,378.72
4e06067cc08b3f41d837768d392c3ee3,47,2806.09,59.7,0.0426,4.19,981.71,588.32
99a54764c341d5dc80b4a8fac4eba3fb,86,7916.09,92.05,0.2209,3.76,3977.62,1521.03
610f72e407cdd7caaa2f8167b0163fd8,17,15018.26,883.43,0.1176,3.71,13585.16,844.29
abbf6046bbdf1028606a5bc7f00c99e7,7,1994.26,284.89,0,4.57,2082.25,144.96
2e0dba2da448400b1c11d7b4b22f32a4,13,1086.27,83.56,0,3.77,235.87,171.83
01cf7e3d21494c41fb86034f2e714fa1,90,12856.05,142.85,0.0333,4.28,12938.66,2406.89
6d66611d7c44cc30ce351abc49a68421,181,19190.74,106.03,0.0663,3.93,13811.9,3368.96
5bc237df65098fe211bb4818f4d26d78,2,183.89,91.95,0,4.5,126.8,57.09
70a12e78e608ac31179aea7f8422044b,347,38026.8,109.59,0.1037,3.81,31479.23,5871.98
11bfa66332777660bd0640ee84d47006,104,9853.64,94.75,0.1731,3.78,4462.85,1725.41
ad420dd0c4f92f8af951ac24b86d0cf5,47,6413.38,136.45,0.0851,4.11,4755.28,928.21
55029529919c0123526150bd26ca8f20,7,588.83,84.12,0,4.71,453.95,134.88
b839e41795b7f3ad94cc2014a52f6796,36,50697.81,1408.27,0.0278,4.03,42829,920.93
6b243f80ed07b10f0e8aa0f21a205f3c,90,10996.5,122.18,0.0333,4.03,6305,1565.76
9e6229250fedbe05838fef417b74e7fb,78,17475.13,224.04,0.0385,3.91,13142.2,1856.71
f8201cab383e484733266d1906e2fdfa,10,1144.83,114.48,0.2,4.1,889,255.83
ccc4bbb5f32a6ab2b7066a4130f114e3,194,83833.02,432.13,0.0722,4.33,74716.42,5304.7
c31eff8334d6b3047ed34bebd4d62c36,123,16346.09,132.9,0.1382,3.87,13191.59,2394.46
b33e7c55446eabf8fe1a42d037ac7d6d,155,48671.46,314.01,0.129,4.21,44762.17,2714.98
2156f2671501a81034d7d07f217609d0,21,3302.99,157.29,0.1429,4,2909.5,393.49
522620dcb18a6b31cd7bdf73665113a9,185,70389.14,380.48,0.0973,3.89,58775.08,4740.8
8d956fec2e4337affcb520f56fd8cbfd,244,16904.93,69.28,0.0984,4.12,11844.85,3630.9
65b081a070633e057c462abdd6fb9dd8,22,2537.23,115.33,0,4.23,2081.07,478.1
229c3efbfb0ea2058de4ccdfbc3d784a,145,25182.69,173.67,0.0207,3.64,15479,2300.71
0c8380b62e38e8a1e6adbeba7eb9688c,236,31970.64,135.47,0.0508,4.11,18525.39,4396
81f89e42267213cb94da7ddc301651da,56,5965.56,106.53,0,3.57,4255,840.7
a673821011d0cec28146ea42f5ab767f,148,21496.57,145.25,0.1081,3.93,13890.39,2681.5
1a3df491d1c4f1589fc2b934ada68bf2,182,32839.61,180.44,0.0549,4.24,23836.4,4331.97
47efca563408aae19bb7206c2d969ea9,11,3010.73,273.7,0,4.36,2383,408.55
8ed8ea9a57c862f2c18c2fe41f601d56,20,4562.97,228.15,0,4.45,4030.9,773.22
1b4c3a6f53068f0b6944d2d005c9fc89,116,20449.82,176.29,0.0603,4.15,14469.5,3027.55
392353362d22cc2c236e1ee81ff19890,10,1234.85,123.49,0,4.6,288.7,191.97
c03121937e54a93fcc1825c3098bbb6e,7,1197.94,171.13,0,5,1043,154.94
0c7533c71df861ec58ad7ff999ed0e8d,77,6026.06,78.26,0.039,3.92,3174.6,931.66
0ec28cec4046a4a199b6de9b4c891d97,4,469.72,117.43,0,5,296.6,56.04
7d7866a99a8656a42c7ff6352a433410,5,207.38,41.48,0,4.4,147.89,59.49
e88c9b79e592e370d6bd852eeefbf057,9,451.36,50.15,0,4.78,251.87,142.11
08061dc0fc165ed41288cc7acde738ee,5,182.22,36.44,0.2,4.6,152.8,67.14
ca3bd7cd9f149df75950150d010fe4a2,139,41024.12,295.14,0.0216,3.82,9646.67,3726.01
056b4ada5bbc2c50cc7842547dda6b51,65,13834.89,212.84,0.1077,4.16,12203.4,1282.39
37be5a7c751166fbc5f8ccba4119e043,293,65393.56,223.19,0.0273,4.28,57832.13,6367.38
8931a84a914b3fe9b1ddaa4d704947ca,32,5883.95,183.87,0.1563,3.77,4668.3,424.59
3b15288545f8928d3e65a8f949a28291,130,25272.68,194.41,0.0846,3.88,15030.7,2632.62
6fd52c528dcb38be2eea044946b811f8,89,14977.21,168.28,0.1011,3.53,8018.81,1187.75
f61c63d13f7cd800549d5acdd390ae72,30,3501.69,116.72,0.0667,4.13,3311.9,483.15
b4f8921fcc4ff77b66bea6dda43dcd51,20,13814.68,690.73,0.05,4.6,11395.05,1468.36
ce7d1888639e6fb06b2749cbfdac1ff7,92,17726.5,192.68,0.1522,3.87,12897.89,3316.17
76d5af76d0271110f9af36c92573f765,162,44381.82,273.96,0.0802,4.12,32072.8,3851.39
a49928bcdf77c55c6d6e05e09a9b4ca5,108,12320.79,114.08,0.25,2.96,8986.5,1790.01
fa1c13f2614d7b5c4749cbc52fecda94,602,203262,337.64,0.103,4.38,200859.33,10344.26
c9c7905cffc4ef9ff9f113554423e671,143,15877.83,111.03,0.1189,4.14,11023.15,2195.73
edf96ef93ed595084bbcbd9224bd2894,31,5468.98,176.42,0.129,3.81,4230,686.23
aac29b1b99776be73c3049939652091d,135,16477.63,122.06,0.0889,4.01,6731.85,2644.61
080102cd0a76b09e0dcf55fcacc60e05,130,8368.74,64.37,0.0385,4.54,5684.43,2184.33
7142540dd4c91e2237acb7e911c4eba2,342,47379.55,138.54,0.0789,4.06,38565.54,7086.21
daeb5653dd96c1b11860f72209795012,44,2603.22,59.16,0.0909,4.27,2000.6,672.47
e06f09ec0a4aca210779cf1cfc63cf19,38,7211.98,189.79,0.0526,4.16,6182.89,743.03
b32be1695eb7ec5f10f72d9610a12527,46,30413.74,661.17,0.0435,4.16,27573,2988.25
897060da8b9a21f655304d50fd935913,429,57827.27,134.8,0.1166,3.52,23417.56,6776.11
a5259c149128e82c9d6d46e0c1c812bb,8,1621.13,202.64,0,3.88,1182.26,438.87
602044f2c16190c2c6e45eb35c2e21cb,58,6101.83,105.2,0.2586,3,3739.14,952.02
f84a00e60c73a49e7e851c9bdca3a5bb,99,8786.41,88.75,0.101,3.71,6068.04,2003.96
a3b0df0065e264a91b7bbf5f844af5cd,2,218.75,109.38,0,5,186.69,32.06
6b536a23086fba0d58c08d68814397f6,22,3428.92,155.86,0.0909,4.05,1996.8,359.74
abcd2cb37d46c2c8fb1bf071c859fc5b,51,7658.79,150.17,0.0392,4.31,4817.32,1304.52
e24fc9fcd865784fb25705606fe3dfe7,59,16752.48,283.94,0.0678,4.24,15312,1135.55
59b22a78efb79a4797979612b885db36,138,34845.08,252.5,0.1232,3.94,28825.5,5086.16
d1c281d3ae149232351cd8c8cc885f0d,260,43184.3,166.09,0.0808,3.84,29191.4,5760.97
